Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman|Nama Penerima|Nama WP|NPWP|Alamat WP
18|271748/web/bln/tgl|000323/cor/03/2018|PO-1639/III/2018|07/03/2018|Jl. Ancol 1 No.9-10 Ancol Barat,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0000411|PCS|7975|85|Y|PT. INDOMARCO PRISMATAMA (HO ANCOL)|||
18|271748/web/bln/tgl|000323/cor/03/2018|PO-1639/III/2018|07/03/2018|Jl. Ancol 1 No.9-10 Ancol Barat,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0008931|PCS|35900|10|Y|PT. INDOMARCO PRISMATAMA (HO ANCOL)|||
18|271748/web/bln/tgl|000323/cor/03/2018|PO-1639/III/2018|07/03/2018|Jl. Ancol 1 No.9-10 Ancol Barat,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0121981|PCS|4150|20|Y|PT. INDOMARCO PRISMATAMA (HO ANCOL)|||
18|271748/web/bln/tgl|000323/cor/03/2018|PO-1639/III/2018|07/03/2018|Jl. Ancol 1 No.9-10 Ancol Barat,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0166221|PCS|25900|15|Y|PT. INDOMARCO PRISMATAMA (HO ANCOL)|||
18|271748/web/bln/tgl|000323/cor/03/2018|PO-1639/III/2018|07/03/2018|Jl. Ancol 1 No.9-10 Ancol Barat,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0345861|PCS|10500|80|Y|PT. INDOMARCO PRISMATAMA (HO ANCOL)|||
18|271748/web/bln/tgl|000323/cor/03/2018|PO-1639/III/2018|07/03/2018|Jl. Ancol 1 No.9-10 Ancol Barat,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0359461|PCS|9475|10|Y|PT. INDOMARCO PRISMATAMA (HO ANCOL)|||
18|271748/web/bln/tgl|000323/cor/03/2018|PO-1639/III/2018|07/03/2018|Jl. Ancol 1 No.9-10 Ancol Barat,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|0820491|PCS|14120.833333333|24|Y|PT. INDOMARCO PRISMATAMA (HO ANCOL)|||
18|271748/web/bln/tgl|000323/cor/03/2018|PO-1639/III/2018|07/03/2018|Jl. Ancol 1 No.9-10 Ancol Barat,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1147311|PCS|6600|12|Y|PT. INDOMARCO PRISMATAMA (HO ANCOL)|||
18|271748/web/bln/tgl|000323/cor/03/2018|PO-1639/III/2018|07/03/2018|Jl. Ancol 1 No.9-10 Ancol Barat,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1147981|PCS|416.66666666667|10|Y|PT. INDOMARCO PRISMATAMA (HO ANCOL)|||
18|271748/web/bln/tgl|000323/cor/03/2018|PO-1639/III/2018|07/03/2018|Jl. Ancol 1 No.9-10 Ancol Barat,Ancol,Pademangan,Kota Jakarta Utara,DKI Jakarta,14430|1285051|PCS|11904|50|Y|PT. INDOMARCO PRISMATAMA (HO ANCOL)|||
