Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman|Nama Penerima|Email|No Hp|Nama WP|NPWP|Alamat WP
17|B23436/web/bln/tgl|001208/omm/05/2018|NO-PO-001707|25/05/2018|Jl. Demang Lebar Daun No 26 Pakjo,Lorok Pakjo,Ilir Barat I,Kota Palembang,Sumatera Selatan,30752|0000410|CTN|386400|1|Y|Kop RS Siti Khadijah||082176398949|||
17|B23436/web/bln/tgl|001208/omm/05/2018|NO-PO-001707|25/05/2018|Jl. Demang Lebar Daun No 26 Pakjo,Lorok Pakjo,Ilir Barat I,Kota Palembang,Sumatera Selatan,30752|0002193|BOX|189600|1|Y|Kop RS Siti Khadijah||082176398949|||
17|B23436/web/bln/tgl|001208/omm/05/2018|NO-PO-001707|25/05/2018|Jl. Demang Lebar Daun No 26 Pakjo,Lorok Pakjo,Ilir Barat I,Kota Palembang,Sumatera Selatan,30752|0003640|CTN|177500|1|Y|Kop RS Siti Khadijah||082176398949|||
17|B23436/web/bln/tgl|001208/omm/05/2018|NO-PO-001707|25/05/2018|Jl. Demang Lebar Daun No 26 Pakjo,Lorok Pakjo,Ilir Barat I,Kota Palembang,Sumatera Selatan,30752|0004300|CTN|211500|1|Y|Kop RS Siti Khadijah||082176398949|||
17|B23436/web/bln/tgl|001208/omm/05/2018|NO-PO-001707|25/05/2018|Jl. Demang Lebar Daun No 26 Pakjo,Lorok Pakjo,Ilir Barat I,Kota Palembang,Sumatera Selatan,30752|0004402|PCS|5500|8|Y|Kop RS Siti Khadijah||082176398949|||
17|B23436/web/bln/tgl|001208/omm/05/2018|NO-PO-001707|25/05/2018|Jl. Demang Lebar Daun No 26 Pakjo,Lorok Pakjo,Ilir Barat I,Kota Palembang,Sumatera Selatan,30752|0005412|PCS|13475|12|Y|Kop RS Siti Khadijah||082176398949|||
17|B23436/web/bln/tgl|001208/omm/05/2018|NO-PO-001707|25/05/2018|Jl. Demang Lebar Daun No 26 Pakjo,Lorok Pakjo,Ilir Barat I,Kota Palembang,Sumatera Selatan,30752|0006003|BOX|74700|1|Y|Kop RS Siti Khadijah||082176398949|||
17|B23436/web/bln/tgl|001208/omm/05/2018|NO-PO-001707|25/05/2018|Jl. Demang Lebar Daun No 26 Pakjo,Lorok Pakjo,Ilir Barat I,Kota Palembang,Sumatera Selatan,30752|0008152|PCS|3025|6|Y|Kop RS Siti Khadijah||082176398949|||
17|B23436/web/bln/tgl|001208/omm/05/2018|NO-PO-001707|25/05/2018|Jl. Demang Lebar Daun No 26 Pakjo,Lorok Pakjo,Ilir Barat I,Kota Palembang,Sumatera Selatan,30752|0008892|PCS|4041.6666666667|12|Y|Kop RS Siti Khadijah||082176398949|||
17|B23436/web/bln/tgl|001208/omm/05/2018|NO-PO-001707|25/05/2018|Jl. Demang Lebar Daun No 26 Pakjo,Lorok Pakjo,Ilir Barat I,Kota Palembang,Sumatera Selatan,30752|0009170|CTN|218400|1|Y|Kop RS Siti Khadijah||082176398949|||
