Kode Cabang|No Anggota|No Pemesanan|No PO|Tgl Pemesanan|Kode Alamat|Kode PLU|Satuan|Harga (Rp)|Jml Pesanan|Bebas Biaya Pengiriman|Nama Penerima|Email|No Hp|Nama WP|NPWP|Alamat WP|Jarak
18|F09196/web/bln/tgl|003781/cor/01/2019|PO-3130/I/2019|15/01/2019|Jl. Ancol Barat I No.9-10, Ancol, Pademangan, Kota Jakarta Utara, DKI Jakarta, 14430|0000231|PCS|2600.00|14|N|PT.ANDALAN UTAMA PRIMA|TAX_UNIT9@INDOMARET.CO.ID|0216909400||||10.3 km
18|F09196/web/bln/tgl|003781/cor/01/2019|PO-3130/I/2019|15/01/2019|Jl. Ancol Barat I No.9-10, Ancol, Pademangan, Kota Jakarta Utara, DKI Jakarta, 14430|0014911|PCS|17900.00|2|N|PT.ANDALAN UTAMA PRIMA|TAX_UNIT9@INDOMARET.CO.ID|0216909400||||10.3 km
18|F09196/web/bln/tgl|003781/cor/01/2019|PO-3130/I/2019|15/01/2019|Jl. Ancol Barat I No.9-10, Ancol, Pademangan, Kota Jakarta Utara, DKI Jakarta, 14430|0381191|PCS|3250.00|3|N|PT.ANDALAN UTAMA PRIMA|TAX_UNIT9@INDOMARET.CO.ID|0216909400||||10.3 km
18|F09196/web/bln/tgl|003781/cor/01/2019|PO-3130/I/2019|15/01/2019|Jl. Ancol Barat I No.9-10, Ancol, Pademangan, Kota Jakarta Utara, DKI Jakarta, 14430|0466491|PCS|2450.00|3|N|PT.ANDALAN UTAMA PRIMA|TAX_UNIT9@INDOMARET.CO.ID|0216909400||||10.3 km
18|F09196/web/bln/tgl|003781/cor/01/2019|PO-3130/I/2019|15/01/2019|Jl. Ancol Barat I No.9-10, Ancol, Pademangan, Kota Jakarta Utara, DKI Jakarta, 14430|0736861|PCS|21500.00|5|N|PT.ANDALAN UTAMA PRIMA|TAX_UNIT9@INDOMARET.CO.ID|0216909400||||10.3 km
18|F09196/web/bln/tgl|003781/cor/01/2019|PO-3130/I/2019|15/01/2019|Jl. Ancol Barat I No.9-10, Ancol, Pademangan, Kota Jakarta Utara, DKI Jakarta, 14430|0815171|PCS|20900.00|1|N|PT.ANDALAN UTAMA PRIMA|TAX_UNIT9@INDOMARET.CO.ID|0216909400||||10.3 km
18|F09196/web/bln/tgl|003781/cor/01/2019|PO-3130/I/2019|15/01/2019|Jl. Ancol Barat I No.9-10, Ancol, Pademangan, Kota Jakarta Utara, DKI Jakarta, 14430|0815180|PCS|29500.00|3|N|PT.ANDALAN UTAMA PRIMA|TAX_UNIT9@INDOMARET.CO.ID|0216909400||||10.3 km
18|F09196/web/bln/tgl|003781/cor/01/2019|PO-3130/I/2019|15/01/2019|Jl. Ancol Barat I No.9-10, Ancol, Pademangan, Kota Jakarta Utara, DKI Jakarta, 14430|1006481|PCS|3150.00|2|N|PT.ANDALAN UTAMA PRIMA|TAX_UNIT9@INDOMARET.CO.ID|0216909400||||10.3 km
18|F09196/web/bln/tgl|003781/cor/01/2019|PO-3130/I/2019|15/01/2019|Jl. Ancol Barat I No.9-10, Ancol, Pademangan, Kota Jakarta Utara, DKI Jakarta, 14430|1064761|PCS|8500.00|8|N|PT.ANDALAN UTAMA PRIMA|TAX_UNIT9@INDOMARET.CO.ID|0216909400||||10.3 km
18|F09196/web/bln/tgl|003781/cor/01/2019|PO-3130/I/2019|15/01/2019|Jl. Ancol Barat I No.9-10, Ancol, Pademangan, Kota Jakarta Utara, DKI Jakarta, 14430|1162721|PCS|9900.00|2|N|PT.ANDALAN UTAMA PRIMA|TAX_UNIT9@INDOMARET.CO.ID|0216909400||||10.3 km
